0.56505,0.87345,0.33546,0.67753,0.26335,0.25369,0.68543,0.010116,0.40579,-0.1114,-0.11074,-0.1327,-0.12055
0.59524,0.91842,0.35347,0.71224,0.2773,0.26755,0.72012,0.010684,0.42571,-0.11786,-0.11717,-0.14069,-0.12772
0.59177,0.9179,0.35359,0.71244,0.27838,0.26781,0.7198,0.0084272,0.42402,-0.12084,-0.12015,-0.14385,-0.13088
0.57279,0.90031,0.34686,0.70026,0.27545,0.26246,0.70665,0.00088343,0.41216,-0.12681,-0.12613,-0.14879,-0.13662
0.5475,0.876,0.33752,0.68337,0.27138,0.25472,0.68846,-0.0095958,0.39567,-0.13433,-0.13367,-0.15473,-0.14361
0.52634,0.8532,0.32991,0.66772,0.26814,0.24822,0.67141,-0.020991,0.37886,-0.14391,-0.14328,-0.16277,-0.15275
0.51893,0.8363,0.32693,0.65603,0.26666,0.24572,0.65841,-0.026545,0.36691,-0.15052,-0.14992,-0.16943,-0.15962
0.51696,0.81588,0.32663,0.6427,0.26653,0.24681,0.64402,-0.025113,0.35811,-0.15286,-0.15227,-0.17161,-0.16211
0.50781,0.78329,0.3257,0.62272,0.26794,0.24841,0.62269,-0.021873,0.34744,-0.15499,-0.1544,-0.17258,-0.1639
0.48943,0.74157,0.32325,0.5977,0.27033,0.24889,0.59585,-0.019177,0.33425,-0.15796,-0.15736,-0.17561,-0.16682
0.46357,0.69381,0.31775,0.5682,0.27062,0.24734,0.56486,-0.020146,0.31699,-0.16324,-0.16264,-0.18215,-0.1723
0.43076,0.64068,0.30551,0.53222,0.26399,0.2399,0.52799,-0.029235,0.29165,-0.17345,-0.17286,-0.19402,-0.18302
0.39372,0.5844,0.28612,0.49064,0.24978,0.22553,0.48607,-0.044445,0.26006,-0.18667,-0.18611,-0.20901,-0.19708
0.35921,0.5311,0.26637,0.45057,0.23528,0.20997,0.44581,-0.062011,0.22877,-0.20145,-0.20089,-0.22429,-0.21217
0.33005,0.48207,0.24968,0.4142,0.22454,0.19629,0.40868,-0.078556,0.19969,-0.21557,-0.21502,-0.23954,-0.22665
0.30318,0.43186,0.23049,0.37447,0.21163,0.17909,0.36724,-0.093843,0.16694,-0.22512,-0.2246,-0.25163,-0.23712
0.27489,0.37641,0.20106,0.32418,0.18823,0.15016,0.31412,-0.11606,0.12056,-0.2342,-0.23378,-0.2636,-0.24767
0.25383,0.32692,0.1724,0.27655,0.16457,0.12079,0.26303,-0.14098,0.072589,-0.24637,-0.24605,-0.27786,-0.26128
0.24731,0.30062,0.15978,0.25188,0.15472,0.10724,0.23576,-0.15495,0.046198,-0.25542,-0.25517,-0.29018,-0.27185
0.24744,0.29671,0.16326,0.25132,0.15854,0.11125,0.23505,-0.14969,0.048953,-0.25034,-0.25011,-0.28617,-0.26633
0.25302,0.30635,0.17665,0.26551,0.17016,0.1264,0.25071,-0.12954,0.072105,-0.23618,-0.23592,-0.26741,-0.24943
0.25542,0.31035,0.18644,0.27373,0.17614,0.13998,0.26095,-0.098509,0.097576,-0.21095,-0.21066,-0.23695,-0.22183
0.23628,0.28177,0.16356,0.24276,0.14792,0.12427,0.23288,-0.072954,0.0936,-0.1715,-0.17125,-0.19382,-0.18116
0.20004,0.22997,0.126,0.19015,0.10658,0.09655,0.18405,-0.054818,0.072996,-0.13023,-0.13006,-0.14542,-0.13713
0.16793,0.17559,0.098929,0.14273,0.079116,0.078213,0.13931,-0.028577,0.061256,-0.084962,-0.084839,-0.096423,-0.089812
0.11116,0.10067,0.04165,0.068216,0.022959,0.030387,0.068719,-0.033534,0.014271,-0.047485,-0.047468,-0.047269,-0.046761
0.0056219,-0.018689,-0.10427,-0.082874,-0.12109,-0.10731,-0.077116,-0.1066,-0.12563,-0.014197,-0.014535,0.0051104,-0.0049661
-0.112,-0.14231,-0.29556,-0.26494,-0.31091,-0.29803,-0.25649,-0.23538,-0.32553,-0.0092078,-0.010065,0.022531,0.0035779
-0.17283,-0.19703,-0.39381,-0.35282,-0.4055,-0.40328,-0.34756,-0.33491,-0.44973,-0.052683,-0.053873,-0.030188,-0.047316
-0.17157,-0.1704,-0.37686,-0.32627,-0.38453,-0.39323,-0.32663,-0.30601,-0.42179,-0.050992,-0.052167,-0.059992,-0.061104
-0.13405,-0.091659,-0.27974,-0.21965,-0.28078,-0.29834,-0.22301,-0.19388,-0.28335,-0.012717,-0.013598,-0.048757,-0.032936
-0.069885,-0.060921,-0.091286,-0.088433,-0.086384,-0.096103,-0.093505,-0.023759,-0.08094,0.010182,0.0098892,-0.033566,-0.010108
-0.067016,-0.08575,0.030874,-0.025113,0.035696,0.055112,-0.022963,0.13192,0.075301,0.075314,0.075502,0.055311,0.069101
-0.051247,-0.055533,0.11473,0.048452,0.11788,0.15365,0.057054,0.15947,0.15189,0.053953,0.054392,0.061087,0.060981
-0.024991,-0.021987,0.11501,0.066004,0.11654,0.14518,0.072154,0.10841,0.1265,0.014246,0.014596,0.025002,0.021517
0.032619,0.023841,0.11625,0.085751,0.11368,0.13072,0.08799,0.10505,0.12947,0.023843,0.024169,0.026878,0.02771
