1,0.97323,0.96679,0.9658,0.84984,0.75107,0.82334,-0.69349,-0.6579,-0.46827,-0.4681,-0.35189,-0.39655
0.97323,1,0.93528,0.96806,0.84169,0.72342,0.82169,-0.68194,-0.6385,-0.48946,-0.4893,-0.3906,-0.42824
0.96679,0.93528,1,0.98737,0.93969,0.86244,0.9099,-0.7172,-0.667,-0.49178,-0.49156,-0.34942,-0.40638
0.9658,0.96806,0.98737,1,0.93725,0.84446,0.9136,-0.71977,-0.66475,-0.51376,-0.51355,-0.38266,-0.43522
0.84984,0.84169,0.93969,0.93725,1,0.90345,0.92802,-0.64249,-0.56631,-0.47468,-0.4744,-0.33298,-0.391
0.75107,0.72342,0.86244,0.84446,0.90345,1,0.97983,-0.60894,-0.52007,-0.39709,-0.39678,-0.20162,-0.27983
0.82334,0.82169,0.9099,0.9136,0.92802,0.97983,1,-0.69208,-0.60795,-0.48342,-0.48313,-0.29715,-0.37329
-0.69349,-0.68194,-0.7172,-0.71977,-0.64249,-0.60894,-0.69208,1,0.98994,0.89229,0.8922,0.72585,0.81555
-0.6579,-0.6385,-0.667,-0.66475,-0.56631,-0.52007,-0.60795,0.98994,1,0.88817,0.88813,0.74189,0.82407
-0.46827,-0.48946,-0.49178,-0.51376,-0.47468,-0.39709,-0.48342,0.89229,0.88817,1,0.99999,0.89192,0.97465
-0.4681,-0.4893,-0.49156,-0.51355,-0.4744,-0.39678,-0.48313,0.8922,0.88813,0.99999,1,0.89207,0.97473
-0.35189,-0.3906,-0.34942,-0.38266,-0.33298,-0.20162,-0.29715,0.72585,0.74189,0.89192,0.89207,1,0.96414
-0.39655,-0.42824,-0.40638,-0.43522,-0.391,-0.27983,-0.37329,0.81555,0.82407,0.97465,0.97473,0.96414,1
