-0.89192,0.24563,-0.1455,0.021416,-0.14304,-0.10038
0.33615,0.059839,-0.39726,-0.20748,-0.37045,-0.22073
0.22827,0.73962,-0.20332,0.095336,0.0094276,-0.2296
0.016049,0.16018,-0.18726,-0.31221,0.2019,0.43651
-0.086654,0.048871,-0.20081,-0.34207,-0.32737,0.22862
0.040314,-0.068746,0.44647,0.019549,-0.33527,-0.10394
0.016099,-0.34316,-0.34432,0.35184,-0.27345,-0.022036
0.091728,-0.021094,0.080073,-0.027967,-0.13559,0.024111
-0.033262,-0.20819,-0.20682,-0.070928,-0.050054,0.06916
-0.067365,-0.30727,-0.28411,-0.28378,0.40127,-0.32784
0.02937,-0.067537,0.07833,-0.27317,0.033263,0.12818
7.7604e-05,0.0019102,-0.040212,0.0052809,-0.028717,0.20522
-0.05818,-0.034052,0.088189,-0.13226,-0.18666,-0.042101
-0.016988,-0.095185,-0.095362,0.1595,0.051725,0.070652
0.02639,0.049842,-0.15913,0.15716,0.032152,-0.00054313
-0.048087,-0.13975,0.091808,-0.15877,-0.060985,-0.29133
-0.0092878,0.11184,0.096436,-0.10884,-0.046688,0.19655
-0.0050825,-0.025844,-0.026612,-0.081113,0.024085,-0.15885
-0.024761,0.068133,-0.051432,0.014817,0.068844,-0.19422
0.0078195,0.018584,-0.097231,0.31973,0.096627,0.11617
-0.011909,-0.030834,-0.1323,0.07272,0.094081,0.12786
0.017159,-0.051087,-0.042815,0.11359,-0.029582,0.13675
-0.0069372,-0.040839,-0.1547,0.21584,0.096239,-0.10775
0.017074,-0.045536,-0.12801,-0.1246,0.057878,0.14501
-0.0065676,-0.060193,0.14613,0.14295,-0.0020419,0.030451
-0.012761,0.025074,-0.034808,0.086326,-0.16553,0.15671
-0.017393,0.024671,0.082395,0.076812,0.04356,0.12269
-0.0061282,0.082063,0.14578,-0.018428,0.10264,-0.0309
-0.0040269,-0.035,-0.094637,0.089876,-0.15536,0.12786
0.0024965,0.0061564,0.041981,0.0088648,0.025619,0.066199
0.05256,0.083575,0.033312,-0.051077,0.060014,0.062752
0.015958,-0.053683,-0.095113,0.064451,-0.096925,0.15338
0.0031085,-0.028983,-0.032829,0.066682,-0.042757,0.066889
-0.0061448,-0.0033564,-0.079972,0.040489,-0.14933,0.027927
0.003778,0.014705,0.026977,0.017623,-0.18148,-0.032621
0.025717,0.0528,0.052345,0.14814,-0.0010788,0.052472
-0.0051874,-0.013091,-0.0031112,-0.059096,-0.14355,-0.056122
0.002319,-0.043016,-0.080726,0.082813,0.015454,0.13082
-0.001355,-0.01461,-0.034087,0.11491,0.13821,-0.046231
0.00010805,-0.017471,-0.029267,-0.011003,-0.02094,0.016693
0.006673,0.020388,-0.027788,0.066235,0.050629,0.14917
0.014239,0.016673,-0.0010501,0.055788,-0.031381,-0.08317
-0.01213,-0.028127,0.021378,-0.12971,-0.10325,-0.035964
-0.004724,-0.0013172,0.040129,-0.010251,-0.1063,-0.052359
0.0084037,0.014,-0.078495,0.044009,-0.12754,-0.045516
-0.0095389,-0.029858,-0.026944,0.028423,0.017164,0.02039
-0.028538,-0.052372,-0.060096,-0.05881,0.0054764,-0.038715
0.0016146,-0.01197,-0.026991,0.010132,0.022667,0.033632
-0.0058481,-0.020046,-0.059299,-0.051662,-0.015032,-0.042694
0.011437,0.026217,0.0070998,0.0060914,0.032831,0.095096
-0.0065075,-0.012266,-0.012904,-0.025424,-0.057472,-0.026999
-0.001068,0.0028225,0.0011784,-0.022589,-0.020727,0.041552
0.0095172,0.011079,-0.014018,0.059847,-0.04896,-0.013098
0.0034624,-0.014493,-0.034327,0.036503,-0.0024343,-0.058732
0.011809,0.025641,0.029007,0.059309,-0.017212,0.044521
-0.0001688,0.0035721,0.041705,-0.012858,0.0025884,-0.050294
0.0056199,0.019939,-0.017115,0.019805,0.044378,-0.069504
0.014958,0.019037,-0.036084,0.065504,0.1014,-0.033923
0.0071433,0.0060215,-0.021528,0.05554,-0.032848,-0.015665
0.0075556,0.020491,0.039456,0.041421,0.055241,-0.034076
