-0.03798,-0.096886,0.036406,-0.025998,0.047049,-0.10354,-0.021947,-0.00093401,-0.037988,-0.051492,0.02495,-0.040364,-0.011915,-0.070353,0.025269,-0.038222,0.011269,-0.015712,0.010913,0.011837,-0.026431,0.009754,0.044971,-0.048502,-0.075363,-0.070743,-0.0090966,0.045494,0.00884,0.030859,0.006907,0.011548,-0.03962,-0.016747,0.0658,-0.0050109,-0.061535,-0.012186,-0.037271,0.068328,0.0093411,0.08174,-0.080706,0.063691,-0.11059,0.057922,0.013118,0.0070797,-0.011213,-0.019192,-0.020437,0.025967,-0.041784,-0.024115,-0.0030704,0.0009964,0.087164,-0.12143,-0.025892,0.040233
-0.040774,-0.10526,0.038661,-0.028046,0.050109,-0.11356,-0.022532,-0.0018093,-0.039305,-0.052775,0.027087,-0.043441,-0.0097376,-0.07562,0.03247,-0.044663,0.0066255,-0.019186,0.01693,0.01301,-0.026291,0.011229,0.052569,-0.053628,-0.080874,-0.07212,-0.0046363,0.04888,0.0075791,0.033412,0.0074235,0.010375,-0.04202,-0.020076,0.069785,-0.0058435,-0.063097,-0.0056671,-0.038303,0.06769,0.0099716,0.086898,-0.082018,0.068937,-0.11343,0.050875,0.017263,0.0028373,-0.009759,-0.021235,-0.019372,0.024058,-0.040761,-0.016948,-0.0010571,-0.00014387,0.095118,-0.11831,-0.025589,0.034428
-0.042158,-0.10809,0.039142,-0.028915,0.049572,-0.1175,-0.022909,-0.0026419,-0.038309,-0.053378,0.024994,-0.044827,-0.0093814,-0.079299,0.038771,-0.048056,0.0036811,-0.022334,0.02141,0.014961,-0.02474,0.012738,0.056739,-0.057448,-0.082504,-0.066541,-0.0014089,0.05108,0.0076985,0.031993,0.0073801,0.0055813,-0.042379,-0.020728,0.069658,-0.0069391,-0.062873,-0.00043372,-0.036249,0.064596,0.0071482,0.082785,-0.077724,0.06567,-0.10717,0.040619,0.014864,-0.00056441,-0.0050108,-0.021145,-0.016062,0.022658,-0.03871,-0.011723,-0.000192,0.00019822,0.090787,-0.1088,-0.023445,0.027268
-0.04324,-0.10959,0.039384,-0.030188,0.047772,-0.11916,-0.02348,-0.0038973,-0.036533,-0.053626,0.022304,-0.044888,-0.0095598,-0.081116,0.044318,-0.050316,0.00038423,-0.024493,0.024347,0.01575,-0.022267,0.013303,0.058375,-0.060493,-0.083412,-0.05927,0.002194,0.05371,0.0067811,0.031264,0.0055448,-0.00031519,-0.04048,-0.020355,0.06622,-0.010845,-0.062199,0.0044337,-0.030897,0.060543,0.0051009,0.074247,-0.070895,0.060014,-0.095607,0.027987,0.013945,-0.0037765,-0.00080478,-0.018457,-0.014632,0.022694,-0.035431,-0.0073061,-0.0024536,0.002879,0.080733,-0.093502,-0.018765,0.019599
-0.044246,-0.1109,0.039521,-0.031861,0.045495,-0.11986,-0.024062,-0.0054317,-0.034263,-0.053388,0.019393,-0.043976,-0.0093912,-0.081457,0.049412,-0.051939,-0.0039934,-0.026725,0.02659,0.016254,-0.019076,0.013563,0.058861,-0.062419,-0.084049,-0.051937,0.0071564,0.055365,0.0053049,0.030871,0.0018474,-0.0061973,-0.036975,-0.020134,0.060491,-0.015759,-0.060871,0.010106,-0.023962,0.055404,0.0039593,0.062132,-0.060902,0.052663,-0.08114,0.012517,0.014979,-0.0067239,0.0024555,-0.014215,-0.014661,0.022995,-0.030658,-0.0036278,-0.0066527,0.0064546,0.065979,-0.070972,-0.011723,0.010809
-0.045164,-0.1125,0.0396,-0.03374,0.043492,-0.12082,-0.024293,-0.0070802,-0.031414,-0.052151,0.016769,-0.04186,-0.0080077,-0.079287,0.054406,-0.053535,-0.010213,-0.029955,0.028755,0.015944,-0.015107,0.01421,0.059274,-0.063297,-0.08467,-0.045287,0.013769,0.055711,0.0026395,0.03054,-0.0031927,-0.010921,-0.0325,-0.020997,0.053616,-0.020201,-0.057675,0.017194,-0.016539,0.048279,0.0042423,0.047181,-0.047218,0.043547,-0.065217,-0.0055371,0.018628,-0.0082285,0.0043731,-0.0086527,-0.013379,0.021815,-0.022567,-0.00033401,-0.010732,0.0094382,0.046357,-0.041311,-0.0034149,0.0010438
-0.045961,-0.11414,0.039619,-0.035434,0.042181,-0.12223,-0.023784,-0.0086788,-0.028007,-0.0497,0.014801,-0.038434,-0.00472,-0.073312,0.059031,-0.055082,-0.01784,-0.034807,0.030288,0.014912,-0.010209,0.015902,0.05922,-0.062951,-0.084987,-0.038831,0.021265,0.054949,-0.0013352,0.02881,-0.0084094,-0.01611,-0.027319,-0.021264,0.046461,-0.024552,-0.050236,0.023741,-0.010002,0.03767,0.0049861,0.029121,-0.030273,0.030535,-0.04783,-0.024204,0.022692,-0.0090031,0.006539,-0.0023269,-0.0075927,0.01737,-0.011975,0.0030143,-0.011294,0.01016,0.020945,-0.0075139,0.0061039,-0.0088614
-0.046619,-0.1152,0.039483,-0.036655,0.041252,-0.12359,-0.022422,-0.0098426,-0.024036,-0.04639,0.012288,-0.033727,-0.00048988,-0.064598,0.063448,-0.056031,-0.024704,-0.040806,0.030972,0.0135,-0.0050011,0.018822,0.058143,-0.060791,-0.083912,-0.031449,0.027904,0.053743,-0.0061826,0.024283,-0.01365,-0.021725,-0.021101,-0.019035,0.037477,-0.028669,-0.037865,0.026413,-0.0037023,0.024647,0.0044484,0.0075929,-0.0102,0.012586,-0.027207,-0.041064,0.024177,-0.0072266,0.010815,0.0045262,0.0028191,0.010836,-0.0012922,0.0046286,-0.0098583,0.0082247,-0.01131,0.024948,0.017406,-0.016903
-0.047033,-0.11532,0.039119,-0.03745,0.040159,-0.12491,-0.020437,-0.010151,-0.019479,-0.042573,0.008086,-0.027462,0.0034188,-0.054669,0.068301,-0.056239,-0.029745,-0.046668,0.031459,0.012041,-0.00010346,0.021729,0.055888,-0.056265,-0.080438,-0.023397,0.032759,0.052032,-0.011578,0.01641,-0.020289,-0.025645,-0.013854,-0.014412,0.024827,-0.031897,-0.022532,0.023868,0.00321,0.012131,0.0017256,-0.017241,0.012189,-0.0090167,-0.0042298,-0.05403,0.021189,-0.0015559,0.018077,0.011459,0.016371,0.0033824,0.0072145,0.0026408,-0.0077671,0.0038934,-0.048666,0.050323,0.029761,-0.021669
-0.047125,-0.11445,0.038247,-0.037937,0.038742,-0.12602,-0.017737,-0.0091023,-0.014488,-0.038055,0.0023713,-0.019582,0.006671,-0.04371,0.073963,-0.055403,-0.033615,-0.052312,0.032012,0.010866,0.0044541,0.023525,0.051652,-0.048696,-0.074364,-0.016336,0.035168,0.049213,-0.016737,0.0058103,-0.028467,-0.028043,-0.0066467,-0.0086558,0.008416,-0.032861,-0.0064949,0.016621,0.011072,0.0019322,-0.00403,-0.044103,0.036503,-0.033061,0.019504,-0.061928,0.011362,0.0073523,0.025869,0.017709,0.030829,-0.0038448,0.01381,-0.002674,-0.0044175,-0.00097806,-0.086542,0.0656,0.040643,-0.022757
