-0.7346,0.07193,-0.41595,-0.090318,-0.19918,-0.01486
0.10075,-0.13748,-0.016285,0.034257,-0.017282,-0.095715
0.39219,-0.52244,-0.10064,-0.039261,-0.10461,0.11508
-0.25977,-0.0069333,0.76398,-0.05602,0.11165,-0.030333
-0.16812,-0.37108,0.097876,0.18447,-0.25908,-0.21504
0.31677,0.12735,-0.24393,-0.15016,-0.17599,-0.42278
0.078264,-0.070856,0.071789,-0.093466,0.0041756,0.13578
0.20229,0.42747,-0.041217,0.14694,-0.019787,0.03646
-0.021698,-0.084018,0.025962,-0.37298,-0.33145,0.4345
0.045054,-0.0089679,0.065951,-0.34813,0.13332,0.072992
0.05462,-0.075793,-0.13388,-0.11516,0.037735,0.30983
-0.057515,-0.090983,-0.0151,0.093411,-0.13678,0.20157
0.105,0.42668,0.10793,-0.018752,-0.24029,0.018935
-0.030076,-0.03393,-0.0072192,-0.21111,0.20113,0.045392
0.042284,-0.13226,0.11534,0.30722,-0.29579,-0.060778
-0.046823,-0.1164,-0.055319,-0.089321,0.26913,-0.129
0.0010897,0.0048156,0.11084,-0.18195,-0.41209,0.0098464
-0.044167,-0.096165,0.004701,-0.11019,-0.016403,-0.27688
0.053483,0.053848,0.1636,-0.18944,-0.037092,-0.077959
0.0094399,-0.091744,-0.12918,0.17044,0.1215,0.059253
-0.0021651,-0.031676,-0.027051,-0.11649,0.088553,-0.039168
-0.06147,-0.14917,-0.01662,0.12543,-0.021647,-0.12821
0.020616,0.13392,0.0079582,0.064901,-0.048651,-0.029783
0.047795,0.015974,-0.022621,-0.16986,0.079067,-0.039596
-0.02461,-0.023535,-0.036673,0.36004,0.062967,0.21434
-0.047911,0.0034744,-0.10482,0.019554,0.0074887,0.07624
-0.024212,-0.01022,0.12027,0.20779,-0.035059,-0.046582
0.050829,0.15063,0.0039473,0.079644,-0.1976,0.044544
-0.03037,-0.03728,0.024413,-0.14511,-0.099026,-0.070008
-0.0048394,0.094987,-0.053616,0.015766,0.056952,-0.049115
0.023133,0.014981,-0.01896,-0.074737,0.039839,-0.12871
0.0044921,0.0059871,-0.020706,-0.095418,-0.052672,0.036339
-0.040636,-0.057627,-0.053247,-0.10881,0.10984,-0.099608
0.01155,0.041829,0.019286,-0.0074484,0.030789,-0.071744
0.019029,-0.0028006,0.022574,0.045723,-0.0018655,0.083349
-0.0083007,-0.007928,0.036134,-0.037013,-0.14892,-0.075441
-0.011176,-0.0023759,0.003487,0.057123,0.066477,0.000246
0.0020829,-0.033421,-0.017747,-0.011809,-0.087523,-0.10221
0.038611,0.05712,-0.0099181,0.040703,-0.013152,0.027492
-0.0096044,-0.032972,0.031346,-0.015472,-0.085838,-0.097177
0.031792,0.0016143,-0.016516,0.0592,-0.049371,0.15061
-0.019198,-0.035622,0.0045668,-0.025182,-0.039918,0.002919
0.007738,0.03628,-0.018612,0.06314,0.10584,0.088125
0.0017211,-0.054471,0.012752,-0.070286,-0.053017,-0.04792
0.012359,0.008155,-0.021101,0.097516,-0.068208,0.12626
-0.036585,-0.074791,-0.033556,-0.082402,0.14318,-0.10768
0.0050561,-0.01757,0.0059514,-0.0024477,-0.068136,-0.069289
0.012897,0.026263,-0.010401,0.0011827,-0.047096,-0.056951
0.033194,0.042873,0.077793,0.012018,-0.11765,0.10323
-0.025796,-0.019625,-0.033787,0.07548,0.13005,0.16043
-0.022505,0.063131,-0.0088386,0.029225,0.12873,0.081806
0.002122,-0.006637,0.013499,-0.059749,-0.082919,-0.039892
-0.0046018,0.018401,-0.0055589,-0.025305,0.010684,0.13807
0.0037274,-0.0071374,-0.020715,0.11504,0.055174,0.011681
-0.00022636,-0.00059916,-0.0044954,0.015505,0.01324,0.002496
0.0018012,0.006202,-0.013022,-0.048063,0.0091372,0.011724
-0.0086524,-0.0021622,-0.00091632,0.0031618,0.056463,0.051872
0.0014171,0.003159,0.0068155,0.044775,0.0015085,-0.041819
-0.0015603,0.0014913,0.0048553,-0.05047,0.035441,-0.019749
-0.011944,0.016482,-0.014331,0.012455,-0.020805,-0.069213
