0.32874,0.4049,0.39242,0.47851,0.41845,0.35158,0.48903,-0.3619,-0.2461,-0.42482,-0.42463,-0.43178,-0.42928
0.34708,0.42701,0.41367,0.50399,0.4408,0.36929,0.51388,-0.38374,-0.26274,-0.45051,-0.45031,-0.45837,-0.45549
0.35717,0.43705,0.42519,0.51542,0.45104,0.37825,0.52441,-0.39739,-0.27529,-0.46478,-0.46458,-0.47211,-0.46959
0.36301,0.44172,0.43215,0.52098,0.45666,0.38287,0.52902,-0.41026,-0.28876,-0.47784,-0.47764,-0.48408,-0.48228
0.36592,0.44316,0.43597,0.52305,0.45959,0.38429,0.52999,-0.42296,-0.30308,-0.49057,-0.49037,-0.49571,-0.49464
0.36466,0.44045,0.43458,0.52001,0.45772,0.38016,0.52526,-0.43241,-0.31536,-0.50035,-0.50017,-0.50503,-0.50442
0.3596,0.43371,0.42776,0.51145,0.45015,0.36998,0.51391,-0.43509,-0.32199,-0.50306,-0.50289,-0.50834,-0.50762
0.35412,0.42564,0.41951,0.50049,0.43979,0.35816,0.49947,-0.43345,-0.32512,-0.50041,-0.50024,-0.50667,-0.50554
0.35021,0.41826,0.41307,0.49022,0.43067,0.34885,0.48601,-0.43137,-0.32785,-0.49685,-0.49669,-0.50383,-0.50236
0.34497,0.4091,0.40535,0.47805,0.4207,0.3394,0.47128,-0.42747,-0.32881,-0.49138,-0.49123,-0.49893,-0.49713
0.33627,0.39618,0.39401,0.46187,0.40764,0.32801,0.45355,-0.42106,-0.32756,-0.48375,-0.48361,-0.49151,-0.48959
0.32477,0.3803,0.38023,0.44299,0.39219,0.31569,0.43421,-0.41442,-0.32645,-0.47655,-0.47641,-0.48359,-0.48227
0.31201,0.36307,0.36572,0.42322,0.37534,0.30279,0.41419,-0.40884,-0.32693,-0.47021,-0.47008,-0.47585,-0.47566
0.29917,0.34578,0.3517,0.40392,0.35927,0.29005,0.39446,-0.4036,-0.32775,-0.46417,-0.46405,-0.46828,-0.46935
0.28705,0.32955,0.33961,0.38687,0.34775,0.2795,0.37732,-0.39983,-0.32911,-0.46121,-0.46109,-0.46416,-0.46635
0.27587,0.3145,0.33021,0.37264,0.34233,0.27219,0.36357,-0.39922,-0.33285,-0.46327,-0.46315,-0.46601,-0.46879
0.26711,0.302,0.32501,0.36256,0.34406,0.26925,0.35428,-0.40348,-0.34077,-0.47184,-0.47173,-0.47468,-0.47789
0.26154,0.29344,0.3235,0.35705,0.35025,0.26955,0.34948,-0.411,-0.35088,-0.48515,-0.48505,-0.48771,-0.49164
0.25537,0.28566,0.31858,0.35002,0.35002,0.26562,0.34227,-0.41125,-0.35316,-0.49085,-0.49076,-0.49365,-0.49796
0.24593,0.27566,0.30694,0.33777,0.3378,0.25383,0.32876,-0.39975,-0.34416,-0.47912,-0.47905,-0.48297,-0.48668
0.23354,0.26283,0.29033,0.32091,0.31615,0.23745,0.31103,-0.38139,-0.32898,-0.45519,-0.45512,-0.45944,-0.46261
0.2206,0.2486,0.27259,0.30195,0.29094,0.2213,0.29192,-0.35762,-0.30902,-0.42272,-0.42266,-0.42704,-0.42969
0.2066,0.23132,0.25192,0.27784,0.25943,0.2027,0.26738,-0.3314,-0.28978,-0.38377,-0.38373,-0.38751,-0.38967
0.19019,0.21058,0.22865,0.24987,0.2268,0.18239,0.23924,-0.30389,-0.27032,-0.34185,-0.34183,-0.34357,-0.34573
0.17257,0.1888,0.20561,0.2224,0.19725,0.16558,0.214,-0.27122,-0.24342,-0.29424,-0.29422,-0.29443,-0.29579
0.14692,0.15825,0.17109,0.18307,0.15154,0.14022,0.17857,-0.22897,-0.20958,-0.2347,-0.2347,-0.23169,-0.23291
0.1068,0.11183,0.11457,0.12075,0.077645,0.092926,0.11865,-0.17313,-0.16931,-0.16006,-0.16011,-0.15342,-0.1549
0.072627,0.073218,0.065701,0.068379,0.014369,0.052115,0.069421,-0.1364,-0.14637,-0.1166,-0.11671,-0.1071,-0.11005
0.058315,0.058985,0.051176,0.054345,0.0050618,0.043606,0.060103,-0.1406,-0.15248,-0.13962,-0.13975,-0.13361,-0.137
0.06,0.063907,0.060005,0.066231,0.030748,0.047051,0.069201,-0.15995,-0.16707,-0.18131,-0.18145,-0.19553,-0.18931
0.054492,0.063498,0.052849,0.064522,0.037848,0.020965,0.051827,-0.13674,-0.14026,-0.15761,-0.15771,-0.19764,-0.17552
0.027403,0.032387,0.022399,0.028387,0.018309,-0.016034,0.0046488,-0.065814,-0.070515,-0.065999,-0.066018,-0.10334,-0.08069
-0.0021471,-0.0071012,-0.0097597,-0.016598,-0.015749,-0.033385,-0.037565,0.016671,0.0073895,0.036708,0.036738,0.013823,0.030201
0.0074316,0.00086943,0.0076882,-0.0024495,0.0004322,-0.0028623,-0.014966,0.016964,0.013027,0.036317,0.036372,0.023893,0.034706
-3.5645e-05,-0.0052712,0.0042248,-0.0042425,0.0062525,0.007515,-0.006864,0.025769,0.026128,0.035198,0.035247,0.03513,0.03719
-0.0097347,-0.014507,-0.0050861,-0.012272,0.0021328,0.0035249,-0.010776,0.038314,0.039626,0.046882,0.046927,0.05223,0.050715
-0.012804,-0.016591,-0.012619,-0.017751,-0.009165,-0.0082617,-0.018824,0.04867,0.049194,0.063264,0.063301,0.063415,0.065845
-0.01204,-0.014254,-0.012476,-0.015736,-0.0045792,-0.013048,-0.020955,0.057942,0.061085,0.070241,0.070292,0.05936,0.068653
-0.0054898,-0.0067179,-0.0034326,-0.0060203,0.012677,-0.0087709,-0.015003,0.049757,0.055077,0.055586,0.055651,0.035474,0.049761
-0.0031103,-0.002287,0.0015246,0.00073525,0.025051,-0.0062497,-0.0098585,0.041318,0.048075,0.045912,0.045995,0.023384,0.038872
-0.025245,-0.025045,-0.027144,-0.028832,-0.010505,-0.031906,-0.039294,0.065257,0.064172,0.079814,0.079877,0.058716,0.073881
-0.048629,-0.056321,-0.056392,-0.068346,-0.050964,-0.060417,-0.082931,0.097423,0.085081,0.12352,0.12357,0.095791,0.11626
0.00048859,0.00028942,-2.7031e-05,-9.5315e-05,1.3105e-05,-0.00096802,-0.00078612,0.00067984,0.00045865,0.001171,0.0011744,0.00069317,0.0009988
-0.10712,-0.10926,-0.050074,-0.061079,0.028885,0.025687,-0.011392,0.056067,0.066784,0.018878,0.01891,0.0068423,0.0123
-0.098806,-0.10116,-0.041006,-0.052481,0.037676,0.035577,-0.0025622,0.055837,0.06822,0.018149,0.018185,0.0060835,0.011632
-0.086992,-0.089663,-0.028297,-0.040414,0.049482,0.048881,0.0095311,0.054758,0.06921,0.01678,0.016819,0.0047734,0.0104
-0.071033,-0.074048,-0.011553,-0.024385,0.064476,0.065807,0.025203,0.052826,0.069764,0.014788,0.014831,0.0029946,0.0086493
-0.050053,-0.053448,0.009715,-0.0038912,0.08268,0.086443,0.044619,0.049927,0.069653,0.012211,0.012257,0.0008274,0.0064379
-0.023403,-0.027241,0.035556,0.021143,0.10353,0.11008,0.067245,0.045934,0.06844,0.0091985,0.0092477,-0.0015665,0.0039214
0.0089812,0.0045885,0.064994,0.049806,0.12528,0.13425,0.091018,0.040707,0.065351,0.0060061,0.0060558,-0.0039773,0.0013242
0.046671,0.041578,0.09627,0.080466,0.14548,0.15523,0.11281,0.034149,0.059603,0.0028176,0.0028646,-0.0062784,-0.001211
0.089034,0.083134,0.12723,0.11121,0.16159,0.1693,0.12952,0.026293,0.050991,-0.00045202,-0.00041013,-0.0086293,-0.0038103
0.13505,0.12838,0.15535,0.13989,0.17108,0.17421,0.1393,0.017358,0.040159,-0.0041792,-0.0041431,-0.011434,-0.0068674
0.18264,0.17547,0.17806,0.1643,0.17228,0.17047,0.14246,0.0075341,0.028111,-0.0089039,-0.0088726,-0.015229,-0.010919
0.22913,0.22199,0.19404,0.18334,0.16536,0.16118,0.1415,-0.0033466,0.015354,-0.015165,-0.015137,-0.020558,-0.016506
0.27207,0.26567,0.20386,0.19751,0.15204,0.14986,0.1394,-0.015707,0.0016977,-0.023258,-0.023231,-0.02776,-0.023945
0.31011,0.3052,0.20929,0.20839,0.13417,0.1383,0.13781,-0.029745,-0.013198,-0.032982,-0.032956,-0.036765,-0.033115
0.34311,0.34039,0.21266,0.21798,0.11341,0.12679,0.13719,-0.045261,-0.029385,-0.043715,-0.04369,-0.047234,-0.043563
0.37142,0.37133,0.21642,0.22828,0.09199,0.11567,0.13805,-0.062466,-0.047273,-0.055103,-0.055079,-0.059056,-0.055059
0.39467,0.39738,0.22258,0.24071,0.073168,0.10661,0.14195,-0.083085,-0.068644,-0.067947,-0.067927,-0.072705,-0.068169
0.41082,0.41619,0.23114,0.25466,0.059509,0.10101,0.14983,-0.1098,-0.096198,-0.084117,-0.084099,-0.089129,-0.084163
0.41452,0.42222,0.2377,0.26533,0.050079,0.096404,0.1585,-0.14322,-0.1308,-0.1047,-0.10469,-0.10868,-0.10371
0.40151,0.4109,0.23727,0.26747,0.042061,0.088328,0.16273,-0.1811,-0.17066,-0.12917,-0.12916,-0.13081,-0.12643
0.37504,0.3853,0.23008,0.26132,0.034559,0.075329,0.16069,-0.22096,-0.21345,-0.15662,-0.15662,-0.15509,-0.15196
0.34283,0.35328,0.2189,0.25018,0.027403,0.058411,0.15363,-0.26074,-0.25671,-0.18657,-0.18657,-0.18243,-0.18071
0.31101,0.32133,0.20636,0.23728,0.021284,0.040613,0.14443,-0.29749,-0.2966,-0.21762,-0.21763,-0.214,-0.21232
0.28273,0.29271,0.1941,0.22437,0.016705,0.02417,0.13454,-0.32571,-0.32727,-0.24454,-0.24456,-0.24705,-0.24206
0.25721,0.26672,0.18075,0.2101,0.011855,0.009084,0.12309,-0.33921,-0.34258,-0.25969,-0.25972,-0.27358,-0.26154
0.23336,0.24231,0.16512,0.19333,0.0048259,-0.0053288,0.10907,-0.33582,-0.34072,-0.25834,-0.25838,-0.28491,-0.26432
0.21028,0.21856,0.14681,0.17359,-0.0049439,-0.019287,0.092184,-0.31637,-0.32275,-0.23978,-0.23982,-0.27555,-0.24816
0.18715,0.1946,0.12554,0.15062,-0.017585,-0.033011,0.072282,-0.28139,-0.28911,-0.20454,-0.20458,-0.24306,-0.21292
